contract_id,creator_id,brand,niche,total_clauses,red_flag_count,compliant_clause_count,missing_kill_fee,missing_ftc_disclosure,has_perpetual_exclusivity,has_uncompensated_usage_rights,payment_terms_days,revision_rounds_stated,estimated_hidden_value_usd,risk_rating,contract_date,analysed_by_ai
CON0446,CRE0403,Hover,Personal Development,7,1,6,False,False,False,False,30,2,410.84,Medium,2026-02-24,True
CON0447,CRE0212,MasterClass,Music & Audio Production,7,1,6,False,False,False,False,30,Unlimited,1768.28,Medium,2025-08-30,True
CON0448,CRE0507,Athletic Greens,Music & Audio Production,7,1,6,False,False,False,False,90,Unlimited,558.56,Medium,2025-07-29,True
CON0449,CRE0247,Notion,Comedy & Entertainment,7,4,3,True,False,False,True,90,2,9718.86,Critical,2026-02-02,True
CON0450,CRE0023,Morning Brew,Pet Care,7,1,6,True,False,False,False,45,3,949.18,Medium,2025-08-11,True
CON0451,CRE0038,Fiverr,Pet Care,7,4,3,True,False,False,True,90,Unlimited,9140.85,Critical,2025-11-10,False
CON0452,CRE0008,Brilliant,Business & Entrepreneurship,7,3,4,True,True,False,False,30,2,3225.65,Critical,2026-01-21,True
CON0453,CRE0566,Codecademy,Food & Cooking,7,3,4,True,False,False,False,45,Unlimited,7490.09,Critical,2025-05-01,False
CON0454,CRE0284,Calm,Home Decor & Interior Design,7,0,7,True,False,False,False,90,Unlimited,0.0,Low,2025-04-25,False
CON0455,CRE0362,Raycon,Personal Development,7,2,5,True,False,False,False,30,Unlimited,1096.25,High,2025-03-28,False
CON0456,CRE0540,Codecademy,Business & Entrepreneurship,7,3,4,True,False,False,True,90,3,4746.41,Critical,2025-04-19,False
CON0457,CRE0089,Headspace,Personal Development,7,1,6,True,False,False,False,30,2,898.05,Medium,2025-05-07,False
CON0458,CRE0239,Squarespace,Home Decor & Interior Design,7,4,3,False,False,False,False,90,2,9775.7,Critical,2025-12-10,True
CON0459,CRE0421,Magic Spoon,Pet Care,7,2,5,True,False,False,True,30,Unlimited,4504.93,High,2025-04-18,True
CON0460,CRE0423,Notion,Language Learning,7,2,5,True,False,False,False,90,2,1246.88,High,2025-12-12,False
CON0461,CRE0058,Hover,Business & Entrepreneurship,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2026-01-08,False
CON0462,CRE0388,Monday.com,Pet Care,7,1,6,True,False,False,False,60,2,1726.94,Medium,2025-07-11,False
CON0463,CRE0014,Airtable,Technology & Software,7,1,6,True,False,False,False,30,Unlimited,2301.26,Medium,2025-10-25,False
CON0464,CRE0513,ExpressVPN,Sustainable Living,7,4,3,False,False,False,True,90,1,5745.09,Critical,2026-02-04,False
CON0465,CRE0008,Calm,Sustainable Living,7,0,7,False,False,False,False,30,2,0.0,Low,2025-12-18,False
CON0466,CRE0087,Dollar Shave Club,Food & Cooking,7,2,5,True,False,False,True,90,Unlimited,3308.79,High,2025-12-28,True
CON0467,CRE0417,Canva,Sustainable Living,7,1,6,False,False,False,False,30,3,1321.42,Medium,2025-07-04,False
CON0468,CRE0202,Hubspot,Music & Audio Production,7,2,5,True,False,False,False,30,3,1946.86,High,2026-01-31,False
CON0469,CRE0176,Grammarly,Pet Care,7,1,6,False,False,False,False,45,Unlimited,1749.12,Medium,2025-10-12,True
CON0470,CRE0188,NordVPN,Pet Care,7,2,5,True,False,False,False,45,1,686.6,High,2025-05-30,False
CON0471,CRE0579,Toptal,Beauty & Fashion,7,3,4,False,True,False,False,45,2,5124.68,Critical,2026-02-25,True
CON0472,CRE0161,Raycon,Music & Audio Production,7,0,7,False,False,False,False,90,3,0.0,Low,2026-02-15,False
CON0473,CRE0449,Wix,Education & Online Courses,7,2,5,False,False,False,True,30,Unlimited,4555.48,High,2025-11-16,False
CON0474,CRE0589,Monday.com,Home Decor & Interior Design,7,0,7,True,False,False,False,90,2,0.0,Low,2025-03-25,True
CON0475,CRE0205,Grammarly,Science & Space,7,3,4,False,True,False,False,90,1,6765.34,Critical,2026-01-20,True
CON0476,CRE0342,Fiverr,Comedy & Entertainment,7,2,5,False,False,False,False,30,Unlimited,3606.16,High,2025-12-13,False
CON0477,CRE0234,Dollar Shave Club,Gaming & Esports,7,3,4,True,False,False,True,90,3,2825.62,Critical,2025-08-17,False
CON0478,CRE0016,Skillshare,Sustainable Living,7,0,7,True,False,False,False,45,2,0.0,Low,2025-08-05,False
CON0479,CRE0188,MVMT Watches,Pet Care,7,2,5,True,False,False,False,30,1,2274.26,High,2025-09-22,True
CON0480,CRE0079,Calm,Food & Cooking,7,2,5,True,False,False,False,30,2,3308.04,High,2026-01-28,True
CON0481,CRE0230,Shopify,Sustainable Living,7,2,5,True,False,False,True,30,2,1113.28,High,2025-10-07,True
CON0482,CRE0187,Raycon,Food & Cooking,7,2,5,False,False,False,False,90,2,2644.21,High,2025-08-02,False
CON0483,CRE0090,Magic Spoon,Travel & Adventure,7,1,6,True,False,False,False,30,3,2239.6,Medium,2025-10-27,False
CON0484,CRE0094,Public,Education & Online Courses,7,1,6,False,False,False,True,90,Unlimited,932.45,Medium,2025-04-07,False
CON0485,CRE0378,NordVPN,Home Decor & Interior Design,7,4,3,False,False,False,True,60,Unlimited,6758.4,Critical,2025-10-09,False
CON0486,CRE0111,Hubspot,Food & Cooking,7,2,5,True,False,False,False,60,3,2326.89,High,2025-10-06,False
CON0487,CRE0552,Robinhood,Travel & Adventure,7,1,6,True,False,False,False,30,Unlimited,622.28,Medium,2025-12-15,True
CON0488,CRE0114,Noom,Comedy & Entertainment,7,0,7,True,False,False,False,90,Unlimited,0.0,Low,2025-07-01,True
CON0489,CRE0503,NordVPN,Travel & Adventure,7,3,4,True,False,False,False,90,2,5145.97,Critical,2025-03-28,False
CON0490,CRE0030,Morning Brew,Music & Audio Production,7,1,6,True,False,False,False,45,Unlimited,884.47,Medium,2025-11-21,True
CON0491,CRE0180,Robinhood,Business & Entrepreneurship,7,1,6,True,False,False,False,45,1,2224.6,Medium,2025-04-18,False
CON0492,CRE0341,Noom,Personal Development,7,2,5,True,False,False,False,30,1,1048.34,High,2025-06-01,False
CON0493,CRE0240,Audible,Travel & Adventure,7,1,6,True,False,False,False,60,3,2446.71,Medium,2025-10-20,True
CON0494,CRE0405,LastPass,Travel & Adventure,7,4,3,False,True,False,True,30,2,5322.58,Critical,2025-11-01,True
CON0495,CRE0337,Manscaped,Sustainable Living,7,1,6,False,False,False,False,30,Unlimited,2057.88,Medium,2025-06-29,False
CON0496,CRE0071,Skillshare,Home Decor & Interior Design,7,1,6,False,False,False,False,45,2,704.98,Medium,2025-08-23,False
CON0497,CRE0069,Wix,Technology & Software,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2026-01-09,False
CON0498,CRE0447,Raycon,Sustainable Living,7,2,5,False,False,False,True,30,Unlimited,1161.7,High,2026-02-08,False
CON0499,CRE0144,Factor Meals,Pet Care,7,1,6,False,False,False,True,90,Unlimited,1804.24,Medium,2025-04-19,False
CON0500,CRE0518,MVMT Watches,Music & Audio Production,7,1,6,False,False,False,False,30,3,1105.87,Medium,2025-07-03,True
CON0501,CRE0140,Toptal,Home Decor & Interior Design,7,3,4,True,False,False,False,30,Unlimited,4730.37,Critical,2025-09-15,True
CON0502,CRE0150,Grammarly,Language Learning,7,3,4,True,False,False,False,30,2,6790.4,Critical,2025-04-08,True
CON0503,CRE0033,Headspace,Personal Development,7,2,5,False,False,False,False,60,1,882.23,High,2025-09-22,True
CON0504,CRE0449,NordVPN,Food & Cooking,7,3,4,True,True,False,True,30,2,1218.25,Critical,2025-10-17,False
CON0505,CRE0209,Wix,Music & Audio Production,7,2,5,True,False,False,False,30,Unlimited,1868.12,High,2025-10-04,False
CON0506,CRE0268,Magic Spoon,Personal Development,7,1,6,False,False,False,True,45,2,618.83,Medium,2025-08-21,True
CON0507,CRE0133,Toptal,Food & Cooking,7,2,5,False,False,False,False,30,2,3485.76,High,2025-05-29,True
CON0508,CRE0417,HelloFresh,Science & Space,7,4,3,False,True,False,False,60,1,2365.07,Critical,2025-11-17,True
CON0509,CRE0530,Skillshare,Music & Audio Production,7,3,4,True,False,False,True,30,1,2683.44,Critical,2025-08-09,True
CON0510,CRE0027,Manscaped,Beauty & Fashion,7,0,7,False,False,False,False,45,3,0.0,Low,2025-07-15,True
CON0511,CRE0030,Raycon,Music & Audio Production,7,3,4,True,True,False,True,60,2,6318.7,Critical,2025-12-27,False
CON0512,CRE0470,Audible,Parenting & Family,7,4,3,True,False,False,False,30,Unlimited,2042.76,Critical,2025-06-29,False
CON0513,CRE0007,Magic Spoon,Home Decor & Interior Design,7,4,3,False,False,False,True,90,Unlimited,9513.17,Critical,2025-11-28,False
CON0514,CRE0056,ExpressVPN,Sustainable Living,7,0,7,False,False,False,False,90,Unlimited,0.0,Low,2025-09-22,True
CON0515,CRE0545,Wix,Finance & Investing,7,2,5,False,False,False,True,30,Unlimited,929.01,High,2025-04-19,True
CON0516,CRE0426,Magic Spoon,Personal Development,7,2,5,True,False,False,False,45,3,4659.4,High,2026-01-30,False
CON0517,CRE0398,Dollar Shave Club,Home Decor & Interior Design,7,3,4,False,False,False,False,30,2,4642.87,Critical,2025-07-19,False
CON0518,CRE0130,Audible,Comedy & Entertainment,7,2,5,False,False,False,False,45,Unlimited,3287.06,High,2026-03-14,False
CON0519,CRE0445,Hover,Travel & Adventure,7,0,7,False,False,False,False,90,2,0.0,Low,2026-02-24,False
CON0520,CRE0364,Dollar Shave Club,Gaming & Esports,7,2,5,True,False,False,False,30,Unlimited,2197.42,High,2026-01-06,True
CON0521,CRE0270,Canva,Technology & Software,7,3,4,True,False,False,False,30,2,5069.11,Critical,2026-01-15,True
CON0522,CRE0339,MVMT Watches,Comedy & Entertainment,7,4,3,True,True,False,True,30,Unlimited,3601.05,Critical,2025-09-02,False
CON0523,CRE0159,Blue Apron,Sustainable Living,7,2,5,False,False,False,False,30,1,3921.57,High,2026-01-20,False
CON0524,CRE0541,Canva,Home Decor & Interior Design,7,1,6,True,False,False,True,45,2,680.69,Medium,2025-04-26,True
CON0525,CRE0037,Airtable,Finance & Investing,7,4,3,True,False,False,True,30,Unlimited,4894.85,Critical,2025-09-02,True
CON0526,CRE0010,MasterClass,Photography & Videography,7,0,7,False,False,False,False,90,1,0.0,Low,2025-11-19,True
CON0527,CRE0466,Codecademy,Technology & Software,7,4,3,False,True,False,True,90,2,9015.77,Critical,2025-04-12,True
CON0528,CRE0118,Airtable,Music & Audio Production,7,1,6,True,False,False,True,30,2,2035.63,Medium,2025-04-13,False
CON0529,CRE0251,Brilliant,Sustainable Living,7,1,6,False,False,False,True,45,1,2153.89,Medium,2025-11-01,False
CON0530,CRE0267,MasterClass,Food & Cooking,7,3,4,False,False,False,True,90,1,5731.39,Critical,2025-09-20,True
CON0531,CRE0125,Shopify,Comedy & Entertainment,7,2,5,False,False,False,False,30,1,4989.43,High,2025-12-03,True
CON0532,CRE0065,LastPass,Education & Online Courses,7,2,5,True,False,False,False,30,Unlimited,2990.69,High,2025-12-08,False
CON0533,CRE0071,Monday.com,Technology & Software,7,0,7,True,False,False,False,30,3,0.0,Low,2025-12-16,False
CON0534,CRE0153,MasterClass,Finance & Investing,7,3,4,True,False,False,False,90,2,1792.56,Critical,2025-09-25,False
CON0535,CRE0098,LastPass,Language Learning,7,3,4,True,False,False,False,45,2,1297.12,Critical,2025-12-04,True
CON0536,CRE0365,Acorns,Sustainable Living,7,3,4,True,False,False,False,90,1,3561.16,Critical,2026-02-05,True
CON0537,CRE0396,Athletic Greens,Parenting & Family,7,1,6,False,False,False,True,60,3,316.76,Medium,2026-02-03,True
CON0538,CRE0442,Shopify,Food & Cooking,7,1,6,True,False,False,True,90,Unlimited,855.37,Medium,2025-04-03,False
CON0539,CRE0470,Audible,Gaming & Esports,7,1,6,True,False,False,False,60,Unlimited,1294.34,Medium,2025-10-29,True
CON0540,CRE0128,Athletic Greens,Technology & Software,7,2,5,True,False,False,False,30,Unlimited,4240.16,High,2025-09-14,False
CON0541,CRE0351,Squarespace,Sustainable Living,7,3,4,True,True,False,False,30,Unlimited,1719.02,Critical,2026-03-14,True
CON0542,CRE0006,Ridge Wallet,Science & Space,7,2,5,False,False,False,False,60,Unlimited,3438.71,High,2025-03-29,False
CON0543,CRE0493,Calm,Photography & Videography,7,2,5,False,False,False,False,90,1,4561.32,High,2025-10-29,True
CON0544,CRE0297,Notion,Language Learning,7,2,5,True,False,False,False,90,1,2466.12,High,2025-04-22,True
CON0545,CRE0432,Brilliant,Finance & Investing,7,4,3,True,True,False,True,90,Unlimited,5311.47,Critical,2025-08-01,False
CON0546,CRE0312,MasterClass,Pet Care,7,1,6,True,False,False,True,90,1,1105.7,Medium,2026-02-23,True
CON0547,CRE0384,Notion,Finance & Investing,7,3,4,False,False,False,False,60,Unlimited,933.32,Critical,2025-04-01,False
CON0548,CRE0160,Robinhood,Education & Online Courses,7,0,7,True,False,False,False,30,1,0.0,Low,2025-09-22,True
CON0549,CRE0481,Canva,Travel & Adventure,7,1,6,False,False,False,False,90,Unlimited,316.36,Medium,2025-06-29,True
CON0550,CRE0233,Hubspot,Gaming & Esports,7,1,6,False,False,False,False,45,1,894.73,Medium,2025-04-28,False
CON0551,CRE0189,Public,Music & Audio Production,7,3,4,True,True,False,True,45,1,2022.86,Critical,2025-05-09,False
CON0552,CRE0383,Wix,Sustainable Living,7,4,3,False,False,False,True,30,3,3391.24,Critical,2026-02-28,False
CON0553,CRE0106,Factor Meals,Comedy & Entertainment,7,2,5,True,False,False,False,45,Unlimited,3409.72,High,2026-01-04,False
CON0554,CRE0080,Morning Brew,Comedy & Entertainment,7,3,4,True,False,False,False,60,2,4584.99,Critical,2025-07-02,True
CON0555,CRE0580,HelloFresh,Home Decor & Interior Design,7,1,6,False,False,False,False,45,1,563.35,Medium,2025-08-03,True
CON0556,CRE0566,Squarespace,Home Decor & Interior Design,7,1,6,False,False,False,False,60,2,1190.71,Medium,2025-10-15,True
CON0557,CRE0502,Athletic Greens,Education & Online Courses,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2025-06-30,False
CON0558,CRE0575,Morning Brew,Technology & Software,7,1,6,False,False,False,False,90,1,2221.3,Medium,2025-09-19,True
CON0559,CRE0086,Noom,Photography & Videography,7,2,5,True,False,False,True,30,2,4120.3,High,2025-12-22,True
CON0560,CRE0298,Fiverr,Finance & Investing,7,0,7,True,False,False,False,90,Unlimited,0.0,Low,2025-05-26,False
CON0561,CRE0403,Grammarly,Food & Cooking,7,1,6,False,False,False,False,90,Unlimited,386.17,Medium,2026-02-19,True
CON0562,CRE0198,Factor Meals,Finance & Investing,7,1,6,True,False,False,False,45,1,2055.2,Medium,2026-02-11,True
CON0563,CRE0066,Notion,Parenting & Family,7,3,4,True,False,False,False,30,Unlimited,6438.76,Critical,2026-02-18,True
CON0564,CRE0161,Morning Brew,Gaming & Esports,7,3,4,True,True,False,False,90,Unlimited,6271.44,Critical,2025-08-15,True
CON0565,CRE0149,MVMT Watches,Food & Cooking,7,0,7,False,False,False,False,30,3,0.0,Low,2025-06-12,False
CON0566,CRE0017,Hubspot,Travel & Adventure,7,1,6,True,False,False,False,45,Unlimited,2424.63,Medium,2026-03-14,True
CON0567,CRE0219,Airtable,Language Learning,7,0,7,False,False,False,False,30,2,0.0,Low,2025-03-25,False
CON0568,CRE0007,HelloFresh,Comedy & Entertainment,7,0,7,True,False,False,False,30,1,0.0,Low,2025-10-24,True
CON0569,CRE0067,Calm,Travel & Adventure,7,1,6,True,False,False,False,30,2,1725.94,Medium,2025-04-17,False
CON0570,CRE0397,Dollar Shave Club,Technology & Software,7,3,4,False,True,False,False,30,1,1866.35,Critical,2025-09-28,False
CON0571,CRE0202,Morning Brew,Comedy & Entertainment,7,1,6,True,False,False,False,60,3,404.77,Medium,2026-03-15,True
CON0572,CRE0335,Notion,Home Decor & Interior Design,7,1,6,True,False,False,True,90,2,522.28,Medium,2025-06-08,False
CON0573,CRE0420,Betterment,Travel & Adventure,7,2,5,True,False,False,False,60,2,4854.85,High,2025-09-27,False
CON0574,CRE0421,Betterment,Parenting & Family,7,2,5,False,False,False,False,60,Unlimited,4232.78,High,2026-01-09,False
CON0575,CRE0177,Wix,Gaming & Esports,7,4,3,False,True,False,True,90,1,7778.43,Critical,2025-09-03,False
CON0576,CRE0413,Betterment,Finance & Investing,7,2,5,False,False,False,False,60,2,1631.04,High,2025-07-12,True
CON0577,CRE0327,Calm,Science & Space,7,1,6,True,False,False,False,30,2,1362.77,Medium,2025-11-22,True
CON0578,CRE0270,Squarespace,Travel & Adventure,7,4,3,True,False,False,True,60,2,6194.66,Critical,2025-04-01,False
CON0579,CRE0177,Public,Education & Online Courses,7,0,7,True,False,False,False,45,3,0.0,Low,2025-12-26,False
CON0580,CRE0582,Calm,Photography & Videography,7,4,3,True,True,False,True,30,Unlimited,6004.25,Critical,2025-06-16,True
CON0581,CRE0280,LastPass,Travel & Adventure,7,0,7,False,False,False,False,60,Unlimited,0.0,Low,2025-07-19,True
CON0582,CRE0207,Audible,Business & Entrepreneurship,7,2,5,False,False,False,False,60,3,2573.7,High,2025-12-23,True
CON0583,CRE0304,Asana,Gaming & Esports,7,4,3,True,True,False,False,90,Unlimited,9337.14,Critical,2025-08-13,True
CON0584,CRE0010,Brilliant,Food & Cooking,7,2,5,True,False,False,False,30,Unlimited,4165.41,High,2025-12-07,False
CON0585,CRE0539,Hover,Music & Audio Production,7,2,5,False,False,False,False,60,Unlimited,2774.93,High,2025-09-21,False
CON0586,CRE0072,Dollar Shave Club,Photography & Videography,7,2,5,True,False,False,True,45,1,1423.21,High,2025-10-11,True
CON0587,CRE0550,MasterClass,Beauty & Fashion,7,1,6,True,False,False,False,60,2,947.88,Medium,2025-04-20,True
CON0588,CRE0341,Headspace,Pet Care,7,2,5,True,False,False,False,90,3,3268.88,High,2025-12-03,False
CON0589,CRE0269,Asana,Home Decor & Interior Design,7,0,7,True,False,False,False,60,2,0.0,Low,2025-11-18,True
CON0590,CRE0189,Asana,Travel & Adventure,7,0,7,True,False,False,False,90,2,0.0,Low,2025-08-15,True
CON0591,CRE0507,Monday.com,Gaming & Esports,7,0,7,True,False,False,False,45,Unlimited,0.0,Low,2025-05-23,True
CON0592,CRE0515,Blue Apron,Parenting & Family,7,1,6,True,False,False,True,45,2,1605.97,Medium,2025-08-25,False
CON0593,CRE0258,MasterClass,Travel & Adventure,7,2,5,True,False,False,False,30,2,1812.78,High,2025-09-10,False
CON0594,CRE0109,MVMT Watches,Travel & Adventure,7,1,6,True,False,False,False,90,3,636.76,Medium,2025-05-21,False
CON0595,CRE0276,HelloFresh,Beauty & Fashion,7,0,7,False,False,False,False,60,2,0.0,Low,2025-04-28,True
CON0596,CRE0253,Raycon,Pet Care,7,1,6,True,False,False,False,60,3,1306.1,Medium,2026-01-25,True
CON0597,CRE0122,Audible,Comedy & Entertainment,7,1,6,True,False,False,True,30,2,1392.26,Medium,2026-01-27,True
CON0598,CRE0522,NordVPN,Personal Development,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2026-01-08,True
CON0599,CRE0228,Hover,Music & Audio Production,7,1,6,True,False,False,False,60,1,1045.45,Medium,2025-11-08,True
CON0600,CRE0214,Toptal,Music & Audio Production,7,2,5,True,False,False,False,45,1,1708.67,High,2025-08-15,False
CON0601,CRE0443,Public,Photography & Videography,7,2,5,False,False,False,False,60,Unlimited,789.42,High,2025-04-20,True
CON0602,CRE0429,Noom,Technology & Software,7,2,5,False,False,False,False,30,1,626.83,High,2025-05-21,False
CON0603,CRE0559,Notion,Photography & Videography,7,4,3,True,True,False,False,30,1,7908.59,Critical,2025-11-08,False
CON0604,CRE0483,Blue Apron,Parenting & Family,7,1,6,False,False,False,False,30,Unlimited,1426.28,Medium,2025-10-17,False
CON0605,CRE0318,Shopify,Photography & Videography,7,0,7,False,False,False,False,60,3,0.0,Low,2025-03-24,False
CON0606,CRE0316,Audible,Science & Space,7,1,6,False,False,False,False,45,Unlimited,1110.45,Medium,2025-11-11,False
CON0607,CRE0548,HelloFresh,Pet Care,7,0,7,False,False,False,False,60,2,0.0,Low,2025-12-29,True
CON0608,CRE0275,Toptal,Personal Development,7,0,7,True,False,False,False,90,2,0.0,Low,2025-09-23,False
CON0609,CRE0533,Public,Technology & Software,7,3,4,False,True,False,False,30,2,2664.72,Critical,2026-03-12,True
CON0610,CRE0458,Notion,Technology & Software,7,1,6,True,False,False,False,90,2,1133.36,Medium,2025-05-19,False
CON0611,CRE0267,Ridge Wallet,Finance & Investing,7,2,5,True,False,False,True,30,2,2506.43,High,2025-08-03,False
CON0612,CRE0343,Blue Apron,Comedy & Entertainment,7,2,5,True,False,False,False,30,2,2725.21,High,2025-11-09,False
CON0613,CRE0027,Asana,Comedy & Entertainment,7,1,6,False,False,False,True,30,2,321.12,Medium,2026-03-03,False
CON0614,CRE0590,Athletic Greens,Personal Development,7,1,6,True,False,False,False,30,Unlimited,2302.9,Medium,2025-05-26,False
CON0615,CRE0555,Calm,Business & Entrepreneurship,7,2,5,True,False,False,False,45,Unlimited,1184.58,High,2025-10-08,False
CON0616,CRE0105,Hover,Beauty & Fashion,7,2,5,True,False,False,True,45,Unlimited,4233.25,High,2026-01-15,True
CON0617,CRE0088,MasterClass,Education & Online Courses,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2025-11-01,False
CON0618,CRE0249,Canva,Business & Entrepreneurship,7,2,5,True,False,False,False,30,3,877.75,High,2026-02-01,True
CON0619,CRE0529,Canva,Business & Entrepreneurship,7,3,4,False,False,False,False,45,Unlimited,1042.39,Critical,2026-02-20,True
CON0620,CRE0385,Athletic Greens,Comedy & Entertainment,7,3,4,False,False,False,False,30,Unlimited,6395.98,Critical,2026-01-14,False
CON0621,CRE0205,NordVPN,Photography & Videography,7,4,3,True,False,False,False,30,Unlimited,2345.95,Critical,2025-07-03,True
CON0622,CRE0568,Calm,Photography & Videography,7,1,6,True,False,False,False,30,2,1264.88,Medium,2025-12-31,True
CON0623,CRE0201,NordVPN,Language Learning,7,1,6,False,False,False,False,90,Unlimited,859.56,Medium,2026-01-21,True
CON0624,CRE0072,Asana,Finance & Investing,7,3,4,False,True,False,False,30,2,4814.18,Critical,2025-10-22,False
CON0625,CRE0350,Manscaped,Beauty & Fashion,7,2,5,True,False,False,False,60,2,3157.51,High,2025-05-06,False
CON0626,CRE0292,Public,Parenting & Family,7,2,5,True,False,False,False,90,Unlimited,2832.0,High,2025-12-24,False
CON0627,CRE0586,Shopify,Gaming & Esports,7,3,4,False,False,False,False,30,1,3429.89,Critical,2025-07-23,False
CON0628,CRE0275,Calm,Education & Online Courses,7,1,6,False,False,False,False,90,3,1955.43,Medium,2026-02-14,False
CON0629,CRE0207,Toptal,Home Decor & Interior Design,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2025-06-08,True
CON0630,CRE0317,Manscaped,Beauty & Fashion,7,1,6,True,False,False,True,90,2,324.8,Medium,2025-12-16,True
CON0631,CRE0482,Audible,Beauty & Fashion,7,3,4,False,False,False,False,45,Unlimited,4308.91,Critical,2025-04-12,False
CON0632,CRE0210,MVMT Watches,Personal Development,7,2,5,False,False,False,True,90,Unlimited,2855.75,High,2025-12-29,True
CON0633,CRE0433,Shopify,Finance & Investing,7,0,7,True,False,False,False,30,3,0.0,Low,2025-09-03,False
CON0634,CRE0391,Brilliant,Comedy & Entertainment,7,2,5,True,False,False,False,30,2,2063.37,High,2025-12-22,False
CON0635,CRE0459,Factor Meals,Travel & Adventure,7,1,6,True,False,False,False,30,3,2365.24,Medium,2025-09-20,True
CON0636,CRE0029,Skillshare,Sustainable Living,7,2,5,True,False,False,False,30,3,4155.54,High,2026-02-01,False
CON0637,CRE0465,Asana,Parenting & Family,7,3,4,True,False,False,False,90,2,5533.49,Critical,2025-12-22,True
CON0638,CRE0113,Brilliant,Parenting & Family,7,1,6,True,False,False,False,45,3,1942.35,Medium,2026-01-27,False
CON0639,CRE0081,Dollar Shave Club,Food & Cooking,7,1,6,True,False,False,False,45,1,1662.39,Medium,2025-07-03,False
CON0640,CRE0070,Headspace,Science & Space,7,1,6,True,False,False,False,90,2,882.45,Medium,2026-01-13,False
CON0641,CRE0531,Calm,Business & Entrepreneurship,7,0,7,False,False,False,False,30,2,0.0,Low,2025-06-10,False
CON0642,CRE0281,Athletic Greens,Personal Development,7,3,4,True,True,False,True,60,2,3696.26,Critical,2025-04-27,False
CON0643,CRE0442,NordVPN,Parenting & Family,7,0,7,False,False,False,False,45,Unlimited,0.0,Low,2025-03-27,False
CON0644,CRE0324,Hover,Travel & Adventure,7,2,5,True,False,False,False,45,1,1330.36,High,2025-04-29,True
CON0645,CRE0306,MVMT Watches,Food & Cooking,7,3,4,False,False,False,False,30,3,4915.68,Critical,2025-09-13,False
CON0646,CRE0089,Shopify,Technology & Software,7,0,7,True,False,False,False,45,3,0.0,Low,2025-06-26,False
CON0647,CRE0045,NordVPN,Personal Development,7,2,5,True,False,False,False,45,Unlimited,4066.31,High,2025-04-17,True
CON0648,CRE0027,Athletic Greens,Gaming & Esports,7,3,4,False,False,False,True,90,2,5270.94,Critical,2026-03-03,True
CON0649,CRE0014,Wix,Comedy & Entertainment,7,2,5,False,False,False,False,30,Unlimited,3700.99,High,2025-08-25,False
CON0650,CRE0121,Asana,Finance & Investing,7,1,6,True,False,False,True,45,Unlimited,1986.27,Medium,2025-10-24,True
CON0651,CRE0502,Acorns,Gaming & Esports,7,2,5,False,False,False,False,90,3,816.39,High,2025-05-08,False
CON0652,CRE0012,HelloFresh,Travel & Adventure,7,2,5,False,False,False,False,60,2,3018.91,High,2025-05-06,False
CON0653,CRE0314,Shopify,Education & Online Courses,7,1,6,False,False,False,False,90,2,1905.59,Medium,2025-11-14,False
CON0654,CRE0007,NordVPN,Pet Care,7,0,7,False,False,False,False,30,3,0.0,Low,2026-03-06,False
CON0655,CRE0546,Codecademy,Comedy & Entertainment,7,4,3,False,False,False,False,90,2,2698.32,Critical,2025-07-25,True
CON0656,CRE0184,Acorns,Music & Audio Production,7,4,3,False,False,False,True,90,Unlimited,3278.7,Critical,2025-07-12,False
CON0657,CRE0478,ExpressVPN,Beauty & Fashion,7,2,5,False,False,False,True,90,Unlimited,1976.46,High,2025-10-17,True
CON0658,CRE0108,Airtable,Home Decor & Interior Design,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2025-11-06,True
CON0659,CRE0501,MasterClass,Beauty & Fashion,7,1,6,True,False,False,False,45,2,2389.6,Medium,2025-03-23,True
CON0660,CRE0291,HelloFresh,Home Decor & Interior Design,7,2,5,False,False,False,False,30,1,4336.6,High,2025-08-11,True
CON0661,CRE0334,LastPass,Language Learning,7,2,5,False,False,False,True,90,3,4593.4,High,2025-03-19,True
CON0662,CRE0255,Audible,Music & Audio Production,7,1,6,False,False,False,False,30,3,1150.77,Medium,2025-10-18,False
CON0663,CRE0442,Codecademy,Science & Space,7,3,4,True,False,False,False,30,Unlimited,6854.63,Critical,2025-05-06,False
CON0664,CRE0265,MasterClass,Home Decor & Interior Design,7,1,6,False,False,False,False,60,1,356.19,Medium,2025-09-27,False
CON0665,CRE0049,Hubspot,Business & Entrepreneurship,7,1,6,False,False,False,False,60,2,1952.39,Medium,2025-07-23,False
CON0666,CRE0574,Notion,Photography & Videography,7,1,6,True,False,False,True,90,3,1379.28,Medium,2026-02-13,False
CON0667,CRE0062,Robinhood,Pet Care,7,0,7,False,False,False,False,45,Unlimited,0.0,Low,2025-04-27,True
CON0668,CRE0548,Factor Meals,Business & Entrepreneurship,7,4,3,False,True,False,False,90,2,5564.68,Critical,2025-10-17,True
CON0669,CRE0587,Shopify,Music & Audio Production,7,1,6,True,False,False,False,45,2,2336.04,Medium,2025-05-20,True
